id_pedido,id_usuario,fecha_hora_pedido,pais,dispositivo,fuente_referencia,nombre_producto,cantidad,precio_unitario,monto_descuento,monto_total,categoria_producto,costo_unitario,proveedor,costo_total,margen_bruto
order_17126,user_2949,2025-04-25,Mexico,mobile,organic,Vacuum-Pro-Black,2.0,131.8,10.0,253.60000000000002,Hogar,16.6,"Rivera, Carr and Finley",33.2,220.40000000000003
order_17127,user_7979,2025-03-19,Colombia,mobile,organic,Jacket-Winter-M,1.0,129.68,15.0,114.68,Moda,189.31,Mcmillan-Rhodes,189.31,-74.63
order_17128,user_1903,2025-06-15,Mexico,desktop,paid_search,Laptop-Gaming-16GB,2.0,287.97,0.0,575.94,Electrónica,280.68,"Fuller, Pena and Myers",561.36,14.580000000000041
order_17129,user_2125,2025-01-31,Argentina,desktop,social,Blender-XL-Red,1.0,222.33,15.0,207.33,Hogar,176.64,Long-Reid,176.64,30.690000000000026
order_17130,user_6497,2025-04-13,Colombia,mobile,paid_search,Phone-Pro-128GB,1.0,45.67,10.0,35.67,Electrónica,10.12,King Ltd,10.12,25.550000000000004
order_17131,user_3907,2025-05-05,Argentina,desktop,paid_search,Sneakers-Urban-42,1.0,175.38,5.0,170.38,Moda,17.21,Greene-Smith,17.21,153.17
order_17132,user_2838,2025-06-03,Mexico,mobile,paid_search,Blender-XL-Red,2.0,263.76,5.0,522.52,Hogar,176.64,Long-Reid,353.28,169.24
order_17133,user_4091,2025-01-04,Argentina,desktop,paid_search,Jacket-Winter-M,1.0,34.37,0.0,34.37,Moda,189.31,Mcmillan-Rhodes,189.31,-154.94
order_17134,user_5648,2025-01-05,Argentina,mobile,paid_search,Blender-XL-Red,1.0,151.77,0.0,151.77,Hogar,176.64,Long-Reid,176.64,-24.869999999999976
order_17135,user_4971,2025-05-19,Argentina,desktop,social,Laptop-Gaming-16GB,1.0,472.03,0.0,472.03,Electrónica,280.68,"Fuller, Pena and Myers",280.68,191.34999999999997
order_17136,user_5368,2025-06-05,Colombia,mobile,social,Blender-XL-Red,2.0,235.07,0.0,470.14,Hogar,176.64,Long-Reid,353.28,116.86000000000001
order_17137,user_2569,2025-03-26,Colombia,mobile,paid_search,Vacuum-Pro-Black,1.0,346.12,0.0,346.12,Hogar,16.6,"Rivera, Carr and Finley",16.6,329.52
order_17138,user_3527,2025-05-11,Mexico,mobile,paid_search,Sneakers-Urban-42,2.0,454.87,5.0,904.74,Moda,17.21,Greene-Smith,34.42,870.32
order_17139,user_3244,2025-01-31,Argentina,mobile,social,Blender-XL-Red,1.0,451.28,0.0,451.28,Hogar,176.64,Long-Reid,176.64,274.64
order_17140,user_3751,2025-02-19,Argentina,desktop,paid_search,Jacket-Winter-M,2.0,275.95,0.0,551.9,Moda,189.31,Mcmillan-Rhodes,378.62,173.27999999999997
order_17141,user_3970,2025-01-07,Colombia,desktop,organic,Blender-XL-Red,2.0,337.89,0.0,675.78,Hogar,176.64,Long-Reid,353.28,322.5
order_17142,user_3746,2025-01-09,Mexico,desktop,paid_search,Blender-XL-Red,2.0,54.93,0.0,109.86,Hogar,176.64,Long-Reid,353.28,-243.41999999999996
order_17143,user_1191,2025-01-29,Colombia,mobile,social,Laptop-Gaming-16GB,2.0,364.33,5.0,723.66,Electrónica,280.68,"Fuller, Pena and Myers",561.36,162.29999999999995
order_17144,user_2995,2025-01-13,Argentina,desktop,social,Jacket-Winter-M,2.0,282.25,0.0,564.5,Moda,189.31,Mcmillan-Rhodes,378.62,185.88
order_17145,user_7005,2025-02-26,Mexico,mobile,paid_search,Vacuum-Pro-Black,1.0,206.6,0.0,206.6,Hogar,16.6,"Rivera, Carr and Finley",16.6,190.0
order_17146,user_3583,2025-06-14,Argentina,mobile,social,Blender-XL-Red,2.0,364.55,0.0,729.1,Hogar,176.64,Long-Reid,353.28,375.82000000000005
order_17147,user_136,2025-06-18,Argentina,mobile,social,Vacuum-Pro-Black,2.0,384.07,0.0,768.14,Hogar,16.6,"Rivera, Carr and Finley",33.2,734.9399999999999
order_17148,user_4317,2025-06-01,Mexico,mobile,social,Sneakers-Urban-42,1.0,439.49,10.0,429.49,Moda,17.21,Greene-Smith,17.21,412.28000000000003
order_17149,user_87,2025-06-12,Argentina,mobile,organic,Jacket-Winter-M,2.0,448.26,15.0,881.52,Moda,189.31,Mcmillan-Rhodes,378.62,502.9
order_17150,user_6214,2025-01-28,Mexico,desktop,paid_search,Tablet-Standard-64GB,1.0,405.37,0.0,405.37,Electrónica,25.21,Bowers LLC,25.21,380.16
order_17151,user_106,2025-01-18,Argentina,desktop,paid_search,Phone-Pro-128GB,2.0,360.77,0.0,721.54,Electrónica,10.12,King Ltd,20.24,701.3
order_17152,user_2264,2025-06-29,Argentina,mobile,social,Blender-XL-Red,1.0,426.12,0.0,426.12,Hogar,176.64,Long-Reid,176.64,249.48000000000002
order_17153,user_3057,2025-03-19,Mexico,mobile,paid_search,Blender-XL-Red,1.0,304.21,0.0,304.21,Hogar,176.64,Long-Reid,176.64,127.57
order_17154,user_5339,2025-02-05,Colombia,desktop,organic,Sneakers-Urban-42,2.0,181.26,0.0,362.52,Moda,17.21,Greene-Smith,34.42,328.09999999999997
order_17155,user_5869,2025-01-20,Mexico,desktop,social,Sneakers-Urban-42,2.0,144.08,5.0,283.16,Moda,17.21,Greene-Smith,34.42,248.74
order_17156,user_7034,2025-03-16,Mexico,mobile,social,Laptop-Gaming-16GB,2.0,181.86,0.0,363.72,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-197.64
order_17157,user_773,2025-04-25,Colombia,mobile,organic,Laptop-Gaming-16GB,1.0,33.9,0.0,33.9,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-246.78
order_17158,user_1323,2025-03-08,Argentina,mobile,social,Blender-XL-Red,2.0,300.56,5.0,596.12,Hogar,176.64,Long-Reid,353.28,242.84000000000003
order_17159,user_2956,2025-01-30,Argentina,desktop,organic,Tablet-Standard-64GB,2.0,411.66,0.0,823.32,Electrónica,25.21,Bowers LLC,50.42,772.9000000000001
order_17160,user_529,2025-06-25,Colombia,desktop,paid_search,Phone-Pro-128GB,1.0,268.95,10.0,258.95,Electrónica,10.12,King Ltd,10.12,248.82999999999998
order_17161,user_4227,2025-03-30,Mexico,desktop,organic,Vacuum-Pro-Black,1.0,129.57,0.0,129.57,Hogar,16.6,"Rivera, Carr and Finley",16.6,112.97
order_17162,user_1095,2025-02-18,Argentina,desktop,social,Jacket-Winter-M,2.0,455.81,10.0,901.62,Moda,189.31,Mcmillan-Rhodes,378.62,523.0
order_17163,user_2479,2025-02-10,Mexico,mobile,social,Blender-XL-Red,1.0,271.13,15.0,256.13,Hogar,176.64,Long-Reid,176.64,79.49000000000001
order_17164,user_4272,2025-03-10,Colombia,mobile,paid_search,Vacuum-Pro-Black,1.0,453.4,0.0,453.4,Hogar,16.6,"Rivera, Carr and Finley",16.6,436.79999999999995
order_17165,user_2179,2025-05-24,Mexico,mobile,social,Blender-XL-Red,2.0,181.02,10.0,352.04,Hogar,176.64,Long-Reid,353.28,-1.2399999999999523
order_17166,user_2016,2025-03-09,Mexico,desktop,paid_search,Sneakers-Urban-42,2.0,303.76,0.0,607.52,Moda,17.21,Greene-Smith,34.42,573.1
order_17167,user_4240,2025-06-26,Colombia,desktop,paid_search,Blender-XL-Red,1.0,280.03,10.0,270.03,Hogar,176.64,Long-Reid,176.64,93.38999999999999
order_17168,user_7991,2025-06-03,Argentina,desktop,organic,Tablet-Standard-64GB,2.0,359.51,0.0,719.02,Electrónica,25.21,Bowers LLC,50.42,668.6
order_17169,user_6032,2025-02-14,Argentina,desktop,paid_search,Vacuum-Pro-Black,1.0,50.17,0.0,50.17,Hogar,16.6,"Rivera, Carr and Finley",16.6,33.57
order_17170,user_1532,2025-05-29,Colombia,desktop,social,Laptop-Gaming-16GB,2.0,284.3,10.0,558.6,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-2.759999999999991
order_17171,user_3863,2025-03-04,Argentina,mobile,paid_search,Laptop-Gaming-16GB,2.0,431.56,5.0,858.12,Electrónica,280.68,"Fuller, Pena and Myers",561.36,296.76
order_17172,user_913,2025-03-08,Argentina,mobile,organic,Blender-XL-Red,2.0,480.49,5.0,955.98,Hogar,176.64,Long-Reid,353.28,602.7
order_17173,user_7104,2025-04-05,Colombia,desktop,organic,Vacuum-Pro-Black,2.0,188.26,10.0,366.52,Hogar,16.6,"Rivera, Carr and Finley",33.2,333.32
order_17174,user_830,2025-06-25,Argentina,mobile,social,Sneakers-Urban-42,1.0,145.07,10.0,135.07,Moda,17.21,Greene-Smith,17.21,117.85999999999999
order_17175,user_70,2025-01-31,Colombia,desktop,paid_search,Jacket-Winter-M,2.0,220.25,10.0,430.5,Moda,189.31,Mcmillan-Rhodes,378.62,51.879999999999995
order_17176,user_2030,2025-04-11,Mexico,desktop,paid_search,Sneakers-Urban-42,2.0,170.05,0.0,340.1,Moda,17.21,Greene-Smith,34.42,305.68
order_17177,user_1771,2025-05-12,Mexico,mobile,social,Sneakers-Urban-42,1.0,345.64,0.0,345.64,Moda,17.21,Greene-Smith,17.21,328.43
order_17178,user_1426,2025-02-24,Argentina,mobile,social,Jacket-Winter-M,1.0,36.51,0.0,36.51,Moda,189.31,Mcmillan-Rhodes,189.31,-152.8
order_17179,user_704,2025-05-28,Mexico,desktop,social,Laptop-Gaming-16GB,2.0,270.38,0.0,540.76,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-20.600000000000023
order_17180,user_7368,2025-01-15,Colombia,desktop,organic,Tablet-Standard-64GB,2.0,272.75,10.0,535.5,Electrónica,25.21,Bowers LLC,50.42,485.08
order_17181,user_6078,2025-05-09,Colombia,mobile,organic,Blender-XL-Red,2.0,366.51,0.0,733.02,Hogar,176.64,Long-Reid,353.28,379.74
order_17182,user_3714,2025-04-12,Mexico,desktop,social,Laptop-Gaming-16GB,2.0,402.08,5.0,799.16,Electrónica,280.68,"Fuller, Pena and Myers",561.36,237.79999999999995
order_17183,user_6849,2025-01-26,Mexico,desktop,social,Vacuum-Pro-Black,1.0,97.92,15.0,82.92,Hogar,16.6,"Rivera, Carr and Finley",16.6,66.32
order_17184,user_1747,2025-04-01,Argentina,mobile,paid_search,Vacuum-Pro-Black,1.0,151.77,0.0,151.77,Hogar,16.6,"Rivera, Carr and Finley",16.6,135.17000000000002
order_17185,user_5184,2025-04-09,Colombia,desktop,social,Tablet-Standard-64GB,1.0,462.88,10.0,452.88,Electrónica,25.21,Bowers LLC,25.21,427.67
order_17186,user_432,2025-06-30,Colombia,desktop,paid_search,Phone-Pro-128GB,1.0,373.77,0.0,373.77,Electrónica,10.12,King Ltd,10.12,363.65
order_17187,user_5791,2025-03-24,Argentina,desktop,social,Jacket-Winter-M,2.0,89.53,0.0,179.06,Moda,189.31,Mcmillan-Rhodes,378.62,-199.56
order_17188,user_1914,2025-02-03,Mexico,mobile,paid_search,Tablet-Standard-64GB,2.0,237.76,0.0,475.52,Electrónica,25.21,Bowers LLC,50.42,425.09999999999997
order_17189,user_4337,2025-02-27,Argentina,mobile,paid_search,Jacket-Winter-M,1.0,419.58,5.0,414.58,Moda,189.31,Mcmillan-Rhodes,189.31,225.26999999999998
order_17190,user_4594,2025-02-07,Colombia,desktop,social,Sneakers-Urban-42,2.0,123.01,10.0,236.02,Moda,17.21,Greene-Smith,34.42,201.60000000000002
order_17191,user_6037,2025-05-22,Argentina,mobile,organic,Blender-XL-Red,2.0,104.6,10.0,199.2,Hogar,176.64,Long-Reid,353.28,-154.07999999999998
order_17192,user_331,2025-04-09,Argentina,mobile,social,Blender-XL-Red,1.0,402.1,15.0,387.1,Hogar,176.64,Long-Reid,176.64,210.46000000000004
order_17193,user_2471,2025-02-17,Colombia,mobile,paid_search,Phone-Pro-128GB,2.0,173.99,5.0,342.98,Electrónica,10.12,King Ltd,20.24,322.74
order_17194,user_731,2025-02-25,Argentina,desktop,organic,Laptop-Gaming-16GB,2.0,453.36,10.0,896.72,Electrónica,280.68,"Fuller, Pena and Myers",561.36,335.36
order_17195,user_7380,2025-05-26,Mexico,mobile,social,Vacuum-Pro-Black,1.0,368.09,15.0,353.09,Hogar,16.6,"Rivera, Carr and Finley",16.6,336.48999999999995
order_17196,user_5158,2025-04-03,Colombia,desktop,paid_search,Laptop-Gaming-16GB,2.0,187.11,15.0,359.22,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-202.14
order_17197,user_7806,2025-03-24,Colombia,mobile,organic,Phone-Pro-128GB,1.0,317.28,0.0,317.28,Electrónica,10.12,King Ltd,10.12,307.15999999999997
order_17198,user_5634,2025-01-31,Argentina,desktop,organic,Blender-XL-Red,1.0,416.24,0.0,416.24,Hogar,176.64,Long-Reid,176.64,239.60000000000002
order_17199,user_4935,2025-01-04,Mexico,desktop,organic,Sneakers-Urban-42,2.0,321.19,5.0,637.38,Moda,17.21,Greene-Smith,34.42,602.96
order_17200,user_2990,2025-05-10,Colombia,mobile,organic,Jacket-Winter-M,1.0,425.37,10.0,415.37,Moda,189.31,Mcmillan-Rhodes,189.31,226.06
order_17201,user_1413,2025-03-04,Argentina,mobile,social,Laptop-Gaming-16GB,2.0,378.82,0.0,757.64,Electrónica,280.68,"Fuller, Pena and Myers",561.36,196.27999999999997
order_17202,user_1803,2025-01-10,Colombia,desktop,paid_search,Vacuum-Pro-Black,1.0,484.02,0.0,484.02,Hogar,16.6,"Rivera, Carr and Finley",16.6,467.41999999999996
order_17203,user_1732,2025-04-05,Argentina,desktop,paid_search,Tablet-Standard-64GB,1.0,347.74,5.0,342.74,Electrónica,25.21,Bowers LLC,25.21,317.53000000000003
order_17204,user_5590,2025-03-13,Argentina,mobile,paid_search,Jacket-Winter-M,1.0,147.34,15.0,132.34,Moda,189.31,Mcmillan-Rhodes,189.31,-56.97
order_17205,user_2725,2025-06-22,Mexico,desktop,organic,Blender-XL-Red,2.0,423.6,10.0,837.2,Hogar,176.64,Long-Reid,353.28,483.9200000000001
order_17206,user_4079,2025-05-12,Colombia,mobile,paid_search,Jacket-Winter-M,1.0,247.8,15.0,232.8,Moda,189.31,Mcmillan-Rhodes,189.31,43.49000000000001
order_17207,user_5920,2025-05-25,Colombia,mobile,paid_search,Phone-Pro-128GB,2.0,343.15,10.0,676.3,Electrónica,10.12,King Ltd,20.24,656.06
order_17208,user_3626,2025-05-11,Mexico,mobile,paid_search,Vacuum-Pro-Black,2.0,456.38,0.0,912.76,Hogar,16.6,"Rivera, Carr and Finley",33.2,879.56
order_17209,user_4843,2025-02-14,Argentina,mobile,social,Laptop-Gaming-16GB,1.0,91.14,0.0,91.14,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-189.54000000000002
order_17210,user_7020,2025-06-06,Colombia,mobile,social,Vacuum-Pro-Black,2.0,243.35,0.0,486.7,Hogar,16.6,"Rivera, Carr and Finley",33.2,453.5
order_17211,user_5125,2025-04-08,Argentina,mobile,social,Blender-XL-Red,1.0,491.5,5.0,486.5,Hogar,176.64,Long-Reid,176.64,309.86
order_17212,user_44,2025-02-15,Colombia,desktop,social,Tablet-Standard-64GB,1.0,450.58,0.0,450.58,Electrónica,25.21,Bowers LLC,25.21,425.37
order_17213,user_1103,2025-06-03,Mexico,mobile,social,Jacket-Winter-M,1.0,326.91,5.0,321.91,Moda,189.31,Mcmillan-Rhodes,189.31,132.60000000000002
order_17214,user_2970,2025-02-06,Mexico,mobile,paid_search,Laptop-Gaming-16GB,1.0,72.87,0.0,72.87,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-207.81
order_17215,user_1517,2025-04-22,Mexico,mobile,organic,Jacket-Winter-M,2.0,422.61,5.0,840.22,Moda,189.31,Mcmillan-Rhodes,378.62,461.6
order_17216,user_4919,2025-02-05,Mexico,mobile,paid_search,Blender-XL-Red,1.0,345.27,0.0,345.27,Hogar,176.64,Long-Reid,176.64,168.63
order_17217,user_3112,2025-05-18,Argentina,desktop,paid_search,Jacket-Winter-M,1.0,344.23,0.0,344.23,Moda,189.31,Mcmillan-Rhodes,189.31,154.92000000000002
order_17218,user_3847,2025-02-14,Argentina,mobile,social,Sneakers-Urban-42,2.0,181.69,0.0,363.38,Moda,17.21,Greene-Smith,34.42,328.96
order_17219,user_2457,2025-03-01,Colombia,desktop,social,Sneakers-Urban-42,2.0,487.7,15.0,960.4,Moda,17.21,Greene-Smith,34.42,925.98
order_17220,user_2872,2025-02-01,Colombia,desktop,social,Sneakers-Urban-42,1.0,266.91,0.0,266.91,Moda,17.21,Greene-Smith,17.21,249.70000000000002
order_17221,user_4559,2025-06-06,Mexico,mobile,organic,Sneakers-Urban-42,1.0,314.0,15.0,299.0,Moda,17.21,Greene-Smith,17.21,281.79
order_17222,user_3755,2025-06-30,Colombia,desktop,organic,Laptop-Gaming-16GB,2.0,238.04,5.0,471.08,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-90.28000000000003
order_17223,user_3208,2025-03-30,Argentina,mobile,social,Blender-XL-Red,2.0,52.9,5.0,100.8,Hogar,176.64,Long-Reid,353.28,-252.47999999999996
order_17224,user_6390,2025-06-12,Mexico,mobile,paid_search,Laptop-Gaming-16GB,1.0,135.79,0.0,135.79,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-144.89000000000001
order_17225,user_7506,2025-05-24,Colombia,desktop,organic,Phone-Pro-128GB,2.0,440.51,5.0,876.02,Electrónica,10.12,King Ltd,20.24,855.78
order_17226,user_1220,2025-01-09,Colombia,mobile,paid_search,Blender-XL-Red,2.0,149.12,15.0,283.24,Hogar,176.64,Long-Reid,353.28,-70.03999999999996
order_17227,user_691,2025-02-04,Mexico,mobile,social,Vacuum-Pro-Black,2.0,269.87,10.0,529.74,Hogar,16.6,"Rivera, Carr and Finley",33.2,496.54
order_17228,user_972,2025-01-05,Colombia,desktop,social,Sneakers-Urban-42,2.0,284.26,5.0,563.52,Moda,17.21,Greene-Smith,34.42,529.1
order_17229,user_1835,2025-04-27,Argentina,mobile,organic,Jacket-Winter-M,2.0,157.72,15.0,300.44,Moda,189.31,Mcmillan-Rhodes,378.62,-78.18
order_17230,user_667,2025-06-23,Colombia,mobile,paid_search,Sneakers-Urban-42,2.0,75.32,15.0,135.64,Moda,17.21,Greene-Smith,34.42,101.21999999999998
order_17231,user_173,2025-04-18,Argentina,mobile,social,Sneakers-Urban-42,2.0,468.66,15.0,922.32,Moda,17.21,Greene-Smith,34.42,887.9000000000001
order_17232,user_6981,2025-03-17,Colombia,mobile,organic,Vacuum-Pro-Black,1.0,461.03,5.0,456.03,Hogar,16.6,"Rivera, Carr and Finley",16.6,439.42999999999995
order_17233,user_6099,2025-01-05,Argentina,desktop,organic,Jacket-Winter-M,1.0,462.07,0.0,462.07,Moda,189.31,Mcmillan-Rhodes,189.31,272.76
order_17234,user_7097,2025-04-09,Mexico,desktop,paid_search,Jacket-Winter-M,1.0,228.78,15.0,213.78,Moda,189.31,Mcmillan-Rhodes,189.31,24.47
order_17235,user_2725,2025-05-27,Mexico,desktop,social,Laptop-Gaming-16GB,1.0,433.79,0.0,433.79,Electrónica,280.68,"Fuller, Pena and Myers",280.68,153.11
order_17236,user_6406,2025-04-27,Mexico,desktop,organic,Laptop-Gaming-16GB,2.0,171.55,0.0,343.1,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-218.26
order_17237,user_3159,2025-04-04,Mexico,desktop,paid_search,Blender-XL-Red,1.0,402.89,0.0,402.89,Hogar,176.64,Long-Reid,176.64,226.25
order_17238,user_7644,2025-03-13,Mexico,desktop,paid_search,Vacuum-Pro-Black,2.0,186.0,0.0,372.0,Hogar,16.6,"Rivera, Carr and Finley",33.2,338.8
order_17239,user_2723,2025-06-14,Argentina,mobile,organic,Phone-Pro-128GB,2.0,66.81,0.0,133.62,Electrónica,10.12,King Ltd,20.24,113.38000000000001
order_17240,user_1306,2025-03-05,Mexico,mobile,social,Laptop-Gaming-16GB,2.0,73.1,15.0,131.2,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-430.16
order_17241,user_31,2025-01-08,Mexico,desktop,organic,Sneakers-Urban-42,1.0,218.01,15.0,203.01,Moda,17.21,Greene-Smith,17.21,185.79999999999998
order_17242,user_5554,2025-02-17,Argentina,mobile,social,Vacuum-Pro-Black,1.0,117.62,5.0,112.62,Hogar,16.6,"Rivera, Carr and Finley",16.6,96.02000000000001
order_17243,user_6335,2025-06-29,Mexico,mobile,social,Vacuum-Pro-Black,1.0,433.53,0.0,433.53,Hogar,16.6,"Rivera, Carr and Finley",16.6,416.92999999999995
order_17244,user_1959,2025-05-16,Mexico,mobile,social,Blender-XL-Red,1.0,87.52,10.0,77.52,Hogar,176.64,Long-Reid,176.64,-99.11999999999999
order_17245,user_5578,2025-06-19,Argentina,desktop,social,Phone-Pro-128GB,1.0,175.28,15.0,160.28,Electrónica,10.12,King Ltd,10.12,150.16
order_17246,user_7597,2025-04-30,Mexico,desktop,organic,Jacket-Winter-M,1.0,359.4,5.0,354.4,Moda,189.31,Mcmillan-Rhodes,189.31,165.08999999999997
order_17247,user_2842,2025-06-13,Colombia,mobile,social,Jacket-Winter-M,2.0,436.97,0.0,873.94,Moda,189.31,Mcmillan-Rhodes,378.62,495.32000000000005
order_17248,user_3677,2025-04-19,Argentina,desktop,organic,Sneakers-Urban-42,2.0,117.6,5.0,230.2,Moda,17.21,Greene-Smith,34.42,195.77999999999997
order_17249,user_5926,2025-05-05,Argentina,desktop,social,Tablet-Standard-64GB,2.0,475.21,15.0,935.42,Electrónica,25.21,Bowers LLC,50.42,885.0
order_17250,user_4440,2025-03-07,Colombia,desktop,paid_search,Blender-XL-Red,1.0,223.62,15.0,208.62,Hogar,176.64,Long-Reid,176.64,31.980000000000018
order_17251,user_1906,2025-06-15,Mexico,mobile,paid_search,Vacuum-Pro-Black,1.0,498.67,0.0,498.67,Hogar,16.6,"Rivera, Carr and Finley",16.6,482.07
order_17252,user_803,2025-01-14,Mexico,desktop,organic,Jacket-Winter-M,2.0,157.79,0.0,315.58,Moda,189.31,Mcmillan-Rhodes,378.62,-63.04000000000002
order_17253,user_7699,2025-01-25,Colombia,desktop,paid_search,Blender-XL-Red,1.0,194.37,15.0,179.37,Hogar,176.64,Long-Reid,176.64,2.730000000000018
order_17254,user_257,2025-01-16,Argentina,mobile,paid_search,Blender-XL-Red,1.0,352.51,10.0,342.51,Hogar,176.64,Long-Reid,176.64,165.87
order_17255,user_3498,2025-05-22,Mexico,mobile,paid_search,Blender-XL-Red,2.0,243.89,10.0,477.78,Hogar,176.64,Long-Reid,353.28,124.5
order_17256,user_4107,2025-03-06,Colombia,mobile,social,Blender-XL-Red,2.0,83.71,0.0,167.42,Hogar,176.64,Long-Reid,353.28,-185.85999999999999
order_17257,user_2,2025-04-30,Argentina,mobile,organic,Blender-XL-Red,1.0,315.02,0.0,315.02,Hogar,176.64,Long-Reid,176.64,138.38
order_17258,user_4415,2025-02-14,Mexico,desktop,paid_search,Tablet-Standard-64GB,1.0,196.97,15.0,181.97,Electrónica,25.21,Bowers LLC,25.21,156.76
order_17259,user_1654,2025-01-22,Mexico,mobile,organic,Jacket-Winter-M,2.0,86.34,0.0,172.68,Moda,189.31,Mcmillan-Rhodes,378.62,-205.94
order_17260,user_2702,2025-04-25,Argentina,desktop,social,Blender-XL-Red,2.0,441.83,10.0,873.66,Hogar,176.64,Long-Reid,353.28,520.38
order_17261,user_2635,2025-05-02,Mexico,mobile,organic,Laptop-Gaming-16GB,1.0,48.12,5.0,43.12,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-237.56
order_17262,user_2791,2025-03-30,Argentina,mobile,paid_search,Blender-XL-Red,1.0,99.54,10.0,89.54,Hogar,176.64,Long-Reid,176.64,-87.09999999999998
order_17263,user_7946,2025-02-18,Argentina,mobile,social,Vacuum-Pro-Black,2.0,155.23,10.0,300.46,Hogar,16.6,"Rivera, Carr and Finley",33.2,267.26
order_17264,user_5230,2025-03-14,Colombia,desktop,organic,Blender-XL-Red,1.0,63.67,0.0,63.67,Hogar,176.64,Long-Reid,176.64,-112.96999999999998
order_17265,user_7534,2025-03-25,Mexico,mobile,paid_search,Blender-XL-Red,1.0,224.93,15.0,209.93,Hogar,176.64,Long-Reid,176.64,33.29000000000002
order_17266,user_7604,2025-02-27,Colombia,mobile,paid_search,Jacket-Winter-M,2.0,419.38,10.0,828.76,Moda,189.31,Mcmillan-Rhodes,378.62,450.14
order_17267,user_357,2025-02-03,Mexico,desktop,social,Sneakers-Urban-42,1.0,321.11,10.0,311.11,Moda,17.21,Greene-Smith,17.21,293.90000000000003
order_17268,user_5528,2025-02-02,Argentina,mobile,paid_search,Jacket-Winter-M,2.0,199.12,10.0,388.24,Moda,189.31,Mcmillan-Rhodes,378.62,9.620000000000005
order_17269,user_6954,2025-05-07,Mexico,mobile,paid_search,Vacuum-Pro-Black,2.0,172.21,10.0,334.42,Hogar,16.6,"Rivera, Carr and Finley",33.2,301.22
order_17270,user_7324,2025-02-16,Colombia,desktop,social,Blender-XL-Red,1.0,311.48,0.0,311.48,Hogar,176.64,Long-Reid,176.64,134.84000000000003
order_17271,user_6401,2025-03-06,Argentina,desktop,social,Phone-Pro-128GB,2.0,167.81,0.0,335.62,Electrónica,10.12,King Ltd,20.24,315.38
order_17272,user_1955,2025-06-22,Mexico,mobile,paid_search,Phone-Pro-128GB,1.0,228.48,0.0,228.48,Electrónica,10.12,King Ltd,10.12,218.35999999999999
order_17273,user_4744,2025-02-12,Mexico,mobile,paid_search,Blender-XL-Red,2.0,48.92,10.0,87.84,Hogar,176.64,Long-Reid,353.28,-265.43999999999994
order_17274,user_1011,2025-06-18,Mexico,desktop,social,Jacket-Winter-M,2.0,163.37,0.0,326.74,Moda,189.31,Mcmillan-Rhodes,378.62,-51.879999999999995
order_17275,user_7126,2025-05-15,Argentina,desktop,organic,Vacuum-Pro-Black,1.0,397.75,0.0,397.75,Hogar,16.6,"Rivera, Carr and Finley",16.6,381.15
order_17276,user_5630,2025-02-17,Colombia,desktop,social,Vacuum-Pro-Black,1.0,99.34,10.0,89.34,Hogar,16.6,"Rivera, Carr and Finley",16.6,72.74000000000001
order_17277,user_2982,2025-03-14,Argentina,desktop,organic,Jacket-Winter-M,2.0,453.87,15.0,892.74,Moda,189.31,Mcmillan-Rhodes,378.62,514.12
order_17278,user_5345,2025-04-21,Argentina,desktop,organic,Sneakers-Urban-42,2.0,446.03,0.0,892.06,Moda,17.21,Greene-Smith,34.42,857.64
order_17279,user_5218,2025-02-28,Argentina,desktop,paid_search,Phone-Pro-128GB,2.0,86.36,10.0,162.72,Electrónica,10.12,King Ltd,20.24,142.48
order_17280,user_4242,2025-02-18,Colombia,mobile,paid_search,Jacket-Winter-M,1.0,119.27,0.0,119.27,Moda,189.31,Mcmillan-Rhodes,189.31,-70.04
order_17281,user_6918,2025-05-30,Colombia,desktop,organic,Sneakers-Urban-42,2.0,145.41,15.0,275.82,Moda,17.21,Greene-Smith,34.42,241.39999999999998
order_17282,user_4794,2025-05-17,Mexico,desktop,paid_search,Blender-XL-Red,2.0,112.27,0.0,224.54,Hogar,176.64,Long-Reid,353.28,-128.73999999999998
order_17283,user_5010,2025-05-10,Argentina,desktop,paid_search,Sneakers-Urban-42,1.0,96.72,0.0,96.72,Moda,17.21,Greene-Smith,17.21,79.50999999999999
order_17284,user_3849,2025-02-15,Argentina,mobile,paid_search,Laptop-Gaming-16GB,1.0,237.74,0.0,237.74,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-42.94
order_17285,user_6447,2025-01-05,Mexico,mobile,paid_search,Blender-XL-Red,1.0,161.4,0.0,161.4,Hogar,176.64,Long-Reid,176.64,-15.23999999999998
